len_keyword,len_location,len_text,len_text_original,diff_len_text,keyword_sum,keyword_min,keyword_max,keyword_mean,keyword_median,location_sum,location_min,location_max,location_mean,location_median,text_sum_tf-idf,text_min_tf-idf,text_max_tf-idf,text_mean_tf-idf,text_median_tf-idf,text_sum_w2v,text_min_w2v,text_max_w2v,text_mean_w2v,text_median_w2v,target
0,0,43,69,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.745942930822765,0.2248940395757898,0.4749961077300878,0.3432428663528456,0.3234756503022681,8.481657727737911,0.0008495005313307047,0.6152653694152832,0.15421195328235626,0.12172669917345047,1
0,0,36,38,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.545323120122174,0.21164975597208752,0.5089666471512106,0.36361758858888205,0.34016644249087896,0.7901537511497736,-0.1030239686369896,0.30894583463668823,0.07901537418365479,0.05506068468093872,1
0,0,72,133,61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.925010474184466,0.15375790988156293,0.5851235687148647,0.3270842061820388,0.2560372665994058,29.26561189047061,-0.04488249495625496,1.0000001192092896,0.13936005532741547,0.09531693905591965,1
0,0,50,65,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.515354970245651,0.15008531150594565,0.5742258743684318,0.35933642432080726,0.34696214661784025,2.73358338419348,-0.039545413106679916,0.317246675491333,0.09762797504663467,0.08255781978368759,1
0,0,52,88,36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.937988404914087,0.24776892048582846,0.44402366113185876,0.3264431561015652,0.2875330595821312,13.153737175045535,-0.041155796498060226,0.9999999403953552,0.1252736896276474,0.08699383586645126,1
0,0,84,110,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.472169994398369,0.09481213479526873,0.39215452014144475,0.26708999956910534,0.2683813293203549,7.810324535326799,-0.09355668723583221,0.4786628484725952,0.10013236850500107,0.08058662712574005,1
0,0,74,95,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.652263107631783,0.21190255440149455,0.4215008139849434,0.30435525896931526,0.2923683212554022,9.341227504890412,-0.04798133298754692,0.7889289855957031,0.1415337473154068,0.10994277894496918,1
0,0,21,59,38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.169400109811421,0.2880428481597848,0.5804922309748186,0.4338800219622842,0.41086398703435373,11.859967024764046,-0.14346563816070557,1.0,0.15205085277557373,0.1125463992357254,1
0,0,38,79,41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4255541615194174,0.3447728048825037,0.49158243974422866,0.4042590269199029,0.38940073571266515,15.60997812775895,-0.033696286380290985,0.9999998807907104,0.20012792944908142,0.1587374359369278,1
0,0,24,52,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9663757543468652,0.3915991783821151,0.6393050291115516,0.4915939385867163,0.4677357734265992,7.238668215926737,0.0043469262309372425,0.5262569785118103,0.16085928678512573,0.13686585426330566,1
